Date ,Asset1,Asset2,Asset3,Asset4,Asset5,Asset6,Asset7,Asset8,Asset9,Asset10,Asset11,Asset12,Asset13,Asset14,Asset15,Asset16,Asset17,Asset18,Asset19,Asset20,Asset21,Asset22,Asset23,Asset24,Asset25,Asset26,Asset27,Asset28,Asset29,Asset30,Asset31,Asset32,Asset33,Asset34,Asset35,Asset36,Asset37,Asset38,Asset39,Asset40,Asset41,Asset42,Asset43,Asset44,Asset45,Asset46,Asset47,Asset48,Asset49,Asset50,Asset51,Asset52,Asset53,Asset54,Asset55,Asset56,Asset57,Asset58,Asset59,Asset60,Asset61,Asset62,Asset63,Asset64,Asset65,Asset66,Asset67,Asset68,Asset69,Asset70,Asset71,Asset72,Asset73,Asset74,Asset75,Asset76,Asset77,Asset78,Asset79,Asset80,Asset81,Asset82,Asset83,Asset84,Asset85,Asset86,Asset87,Asset88,Asset89,Asset90,Asset91,Asset92,Asset93,Asset94,Asset95,Asset96,Asset97,Asset98,Asset99
1963-07,6,6.14,7.04,6.97,6.25,7.66,5.89,7.14,4.98,6.82,17.06,17.85,19.35,18.6,16.15,17.41,19.81,18.62,19.55,18.99,30.34,29.05,31.14,32.4,29.63,29.8,29.41,30.6,27.99,30.36,42.47,43.08,43.66,42.83,39.66,41.44,41.86,41.93,43.07,42.66,64.5,58.75,60.82,53.74,59.24,60.06,66.11,58.36,61.28,59.38,92.55,85.85,89,93.8,85.95,91.65,90.34,90.33,85.5,89.06,125.61,126.12,128.85,135.34,135.21,143.51,140.5,128.57,148.67,129.71,229.82,249.19,236.98,233.35,247.58,226.52,229.54,224.04,226.32,235.45,390.09,441.08,489.9,447.16,476.57,403.01,475.37,450.7,416.88,540.91,1842.34,986.69,1195.57,1120.64,1925.21,3735.12,3094.76,4559.03,900.57
1963-08,6.11,5.99,6.94,6.77,6.12,7.83,5.62,7.01,4.86,6.85,17.09,17.57,19.28,18.06,15.74,16.84,20.24,19.07,19.28,19.31,29.62,27.5,30.85,32.7,29.27,30.26,29.76,30.48,28.58,29.77,42.56,43.03,42.51,42.08,40.29,41.17,41.6,42.35,43.13,43.11,66.87,56.85,59.26,54.93,58.39,59.48,65.56,56.54,60.3,58.79,88.13,83.62,86.34,91.67,83.35,89.46,89.84,90.83,81.91,87.68,119.27,123.01,126.93,134.01,131.89,144.82,138.3,128.68,146,129.76,230.68,252.35,233.65,230,244.7,219.87,226.67,215.61,218.63,234.4,401.01,441.59,477.17,443.99,463.69,403.5,477.83,447.81,423.32,541.68,1846.48,976.71,1207.24,1149.73,1931.04,3758.07,3081.22,4602.01,936.47
1963-09,6.41,6.34,6.94,7.25,6.18,7.98,5.65,7.09,4.83,6.95,17.61,18.24,19.41,18.15,16.52,17.22,20.62,19.75,20.33,20.05,32.17,28.06,31.66,33.71,28.76,30.26,29.76,31.55,29.87,31.74,45.24,44.06,43.27,48.9,43.4,44.6,43.4,46.41,46.38,44.34,71.61,59.94,60.15,60.99,59.72,61.23,69.84,56.61,66.3,64.13,92.79,88.95,88.54,94.85,86.26,91.42,94.35,91.53,86.93,93.73,128.7,130.22,131.34,136.83,137.07,150.43,147.52,137.3,154.24,140.75,247.73,260.5,249.29,244.48,254.79,225.8,240.9,222.19,227.23,254.48,420.26,490.73,495.4,461.88,489.81,429.22,506.47,469.56,442.38,585.45,1961.84,1033.86,1261.91,1214.24,2016.64,3883.84,3237.95,4877.76,1009.7
1963-10,6.34,6.18,6.88,7.04,6.07,8.02,5.75,7.14,4.66,6.93,17.46,18.21,19.07,18.31,15.64,16.43,20.17,19.89,19.24,19.31,31.67,28.1,31.38,32.03,27.63,28.3,29.8,30.88,29.48,30.86,44.14,46.61,42.5,46.57,41.7,42.27,41.7,44.81,45.31,42.89,68.03,57.11,61.77,57.19,60.15,62.97,67.38,56.2,63.9,62.46,86.78,87.46,86.94,92.84,86.44,93.12,93.02,88.3,88.28,87.14,118.29,123.67,128.6,140.37,132.61,142.85,137.65,134.46,151.83,133.78,247.02,249.13,243.54,243.47,251.91,222.78,233.5,213.84,216.23,256.9,424.04,479.16,484.36,458.99,477.91,413.61,498.36,454.08,432.24,578.45,1933.7,1027.25,1244.66,1174.41,1954.41,3888.24,3273.03,4851.68,991.16
1963-11,6.37,6.31,7.06,6.86,5.93,8.41,5.79,7.41,4.64,6.85,17.76,18.03,19.53,17.56,14.6,16.5,19.98,20.6,19.71,18.83,33.02,29.76,32.48,33.08,28.05,28.96,29.58,31.99,30.57,31.35,44.03,50.69,43.01,53.54,41.11,43.11,42.45,46.97,47.27,42.21,69.05,57.63,60.9,57.6,59.12,62.52,68.45,60.03,65.08,62.82,86.56,91.6,90.48,94.89,90.19,96.67,92.78,88.97,88.22,93.42,126.47,123.43,129.69,139.39,137.72,151.9,137.97,137.03,151.53,137.08,267.34,264.65,249.39,237.77,254.05,216,236.72,213.23,218.28,258.38,430.8,498.71,488.85,457.05,485.14,415.31,521.77,455.45,439.93,608.8,1954.54,1032.62,1258.77,1174.47,1954.89,4024.35,3485.07,5392.56,1104.34
1963-12,6.13,6.08,7.21,6.75,5.78,7.95,5.56,7.09,4.5,6.72,17.53,17.38,20.25,18.11,14.29,15.81,19.56,20.08,18.83,18.1,32.4,30.17,32.59,32.52,28.51,29.49,30.63,31.41,28.91,30.73,44.56,49.98,41.98,49.11,41.14,41.72,42.77,45.7,47.91,39.74,70.73,57.16,58.77,57.07,59.09,61.44,66.56,56.23,62.73,63.05,83.55,91.14,87.33,91.78,91.28,92.69,92.51,85.16,86.15,86.5,122.83,119.44,128.24,134.75,135.84,151.59,138.24,135.27,154.47,138.32,266.29,262.94,248.81,234.22,245.12,217.77,237.85,217.32,218.1,254.93,454.8,493,487.04,445.87,480.31,408.39,512.22,461.38,445.52,593.08,1908.42,1009.72,1243.66,1147.43,1934.8,4083.89,3422.62,4944.37,1126.49
1964-01,6,5.9,6.98,6.63,5.79,7.91,5.26,6.94,4.26,6.58,17.02,17.57,20.34,18.64,14.04,15.67,18.95,20.28,18.93,17.58,31.72,30.83,31.75,33.32,27.99,30.7,32.49,31.43,29.2,30.53,44.37,48.02,42.31,48.12,41.21,41.36,41.95,44.74,48.75,39.74,72.65,57.98,59.78,58.09,58.91,60.26,67.67,61.82,62.72,66.18,83.36,93.97,84.11,89.83,91.94,100.31,94.3,83.62,84.34,86.31,117.73,119.61,131,143.44,139.18,157.39,137.19,141.57,151.73,137.79,274.28,267.87,249.43,237.58,244.3,212.81,241.7,220.55,214.19,250.39,480.43,487.58,504.88,456.37,471.34,425.3,509.94,470.18,425.46,598.34,1945.66,1036.79,1304.59,1167.14,1992.03,4176.42,3499.19,5047.21,1178.1
1964-02,6.39,6.39,7.66,7.02,6.06,8.09,5.6,7.21,4.62,6.68,17.71,18.02,21.08,18.78,14.92,15.77,19.58,21.07,19.21,17.92,33.91,30.62,32.61,32.8,28.45,33.4,32.01,33.03,28.21,30.82,45.47,48.14,43.5,47.52,42.04,42.03,44.47,43.31,51.74,38.34,77.08,60.64,61.48,60.89,60.34,62.09,70.47,60.91,63.38,66.89,80.38,99.97,83.08,91.34,96.56,102.12,97.09,85.55,83.36,84.75,113.89,122.04,133.24,149.62,141.59,154.05,137.07,143.81,153.55,138.78,284.2,294.07,259.29,240.32,241.14,208.87,245.07,221.96,214.13,245.59,456.17,508.36,508.24,467.57,486.31,430.83,504.22,478.86,420.4,574.59,1995.86,1041.55,1314.32,1199.3,2034.54,4357.41,3734.53,5110.83,1120.67
1964-03,6.63,6.51,7.55,6.89,6.15,8.19,5.67,7.19,4.79,6.87,17.71,18.45,20.7,19.05,16.11,16.59,19.69,21.83,19.23,18.2,34.43,29.7,34.18,33.42,29.52,36.13,35.66,33.38,28.79,32.73,47.15,46.95,44.38,46.94,44.66,41.75,46.74,44.33,52.83,38.72,81.34,62.17,64.06,63.35,60.39,63.46,73.03,61.56,63.64,65.94,81.6,103.03,85.78,93.1,97.64,106.3,98.42,85.07,85.06,83.71,114.3,123.81,133.96,151.95,143.98,157.66,138.85,146.74,160.11,139.91,293.97,307.55,269.37,243.67,246.46,215.94,254.83,225.1,213.62,250.38,443.88,510.99,517.13,473.83,495.41,438.19,519.91,482.97,449.53,587.52,2017.51,1059.3,1329.17,1217.71,2056.44,4359.73,3797.45,5139.79,1125.14
1964-04,6.92,6.55,7.72,7.32,6.25,8.29,5.97,7.54,4.79,7,19.05,19.45,20.44,19.92,17.49,16.44,19.73,21.86,20.17,17.97,37.06,30.81,34.93,34.25,30.08,37.1,37.01,34.74,29.5,33.84,50.53,49.64,47.75,47.98,43.74,45.95,47.02,46.05,54.1,40.05,83.33,68.33,66.54,63.59,62.99,67.06,75.51,66.38,65.08,65.84,82.99,114.63,85.22,95.33,100.48,112.3,98.22,83.99,92.18,82.35,120.05,134.23,135.61,153.1,150.6,167.08,142.31,155.69,160.13,136.94,305.13,330.34,280.81,245.2,255.34,215.01,265.62,228.65,222.75,256.04,443.83,528.15,530.13,492.51,496,441.92,521.61,484.05,458.26,605.78,2113.56,1133.44,1345.68,1249.23,2057.11,4348.24,3897.46,5147.61,1166.23
1964-05,7,6.55,7.54,7.2,6.09,8.29,5.9,7.59,4.86,6.81,18.92,19,20.62,18.99,18.92,16.65,20.38,22.61,19.66,17.75,37.17,33.01,33.68,34.74,29.49,35.82,35.83,33.45,29.51,31.59,48.97,49.04,46.89,46.82,45.67,44.04,48.01,47.28,55.44,39.64,82.7,65.69,65.05,65.55,64.01,63.56,75.65,65.89,63,62.72,82.27,112.73,86.22,99.78,98.55,108.89,94,86.67,89.45,83.66,113.6,131.11,135.1,153.41,150.55,197.3,141.16,150.11,160.21,135.99,283.74,318.99,278.91,243.67,256.44,209.41,265.98,230.7,214.41,256.15,413.39,512.84,528.25,496.54,492.98,448.03,508.26,481.9,455.76,610.92,2075.23,1125.4,1364.85,1272.89,2058.08,4421.97,3808.95,5424.04,1209.03
1964-06,7.16,6.66,7.79,7.24,6.06,8.2,5.91,7.55,4.91,6.65,19.49,18.81,20.84,18.89,17.55,16.48,20.89,22.07,18.98,18,37.73,33.04,34.06,35.48,29.42,38.49,36.09,34.26,29.23,32.4,54.42,48.96,46.66,48.18,48.39,44.14,47.26,46.07,57.43,39.13,83,68.81,65.44,66.87,62.29,63.07,75.55,66.52,63.38,60.92,82.74,115.25,87.52,100.83,99.17,106.96,90.44,85.07,89.69,83.71,110.42,130.63,136.59,157.94,152.17,198.62,142.63,155.48,163.44,137.56,286.14,334.42,288.37,244.85,261.06,214.24,271.19,234.54,213.42,257.67,402.27,509.77,532.01,504.68,500.57,449.95,504.62,487.98,448.81,590.31,2070.52,1104.72,1385.91,1302.91,2058.24,4415.91,3931.36,5575.06,1313.63
1964-07,6.04,6.94,7.78,8.39,7.33,7.66,7.31,7.26,7.61,7.56,20.4,20.54,19.86,22.79,18.53,19.59,19.87,19.21,19.07,21.32,32.39,31.27,33.15,30.36,32.02,31.45,33.25,33.02,32.42,33.63,49.63,48.11,45.2,49.19,46.7,47.56,43.27,47.12,49.88,46.3,62.27,64.11,68.58,69.05,69.92,69.59,62.32,66.62,65.91,65.34,94.88,95.49,91.21,100.67,93.22,96.24,90.57,97.68,93.03,96.83,152.3,147.7,137.19,166.22,159.96,148.78,157.82,140.12,150.28,160.3,264.74,265.72,254.78,268.7,248.89,272.54,240.48,269.96,244.2,242.62,463.82,466.16,516.21,541.68,478.57,420.12,503.46,513.44,483.36,535.14,802.85,1568.53,1237.22,2065.26,5594.92,1567.36,3191.6,1353.2,3469.97
1964-08,6.26,7.13,8.2,8.74,7.58,7.95,7.86,7.39,7.74,7.83,20.28,22.57,19.89,24.19,19.49,19.59,19.77,19.3,19.7,21.9,33.89,32.11,35.89,31.52,34.08,32.56,33.75,34.67,33.7,35.2,49.42,48.54,46.37,49.74,47.67,49.56,43.34,47.23,49.4,46.17,64.28,66.08,68.41,68.97,71.59,71.04,66.59,67.59,65.55,67.09,94.96,97.9,95.32,102.63,96.77,101.13,95.67,100.99,95.01,99.6,155.18,148.1,140.24,172.39,168.12,151.49,164.58,137.47,150.78,158.91,268.6,276.16,267.01,270.09,255.91,271.37,243.51,268.9,243.12,245.88,479.54,459.49,539.89,557,493.57,426.76,523.85,530.12,509.05,537.73,804.35,1618.11,1254.6,2108.39,5709.72,1598.88,3156.48,1379.83,3433.15
1964-09,6.14,6.91,8.08,8.8,7.44,7.82,8.11,7.52,7.71,7.91,19.82,22.64,20.2,24.11,19.38,19.28,18.98,19.12,19.69,21.9,32.64,31.31,36.17,31.45,32.57,30.95,34.01,33.31,34.38,34.94,47.85,47.11,45.73,48.4,49.67,49.29,40.92,47.01,46.86,45.01,65.59,63.12,67.29,70.23,70.43,70.99,65.34,69.56,64.66,66.21,93.05,93.45,94.21,102.49,96.74,102.27,94.95,99.18,94.16,100,154.15,149.33,141.47,169.54,165.65,148.39,165.46,133.58,147.46,156.46,269.02,276.92,269.95,269.26,253.87,279.29,241.75,275.73,238.53,242.5,476.2,440.26,544.69,548.52,477.59,418.12,516.2,507.14,494.44,535.21,798.96,1598.2,1245.12,2049.05,5636.03,1559.34,3047.2,1340.85,3473.94
1964-10,6.25,7.15,8.08,9.05,7.9,8.3,8.97,7.78,8.14,8.09,20.58,23.1,21.32,25.81,20.53,18.9,20.23,19.49,20.4,23.27,34.16,32.21,36.58,31.62,33.96,31.08,35.05,33.49,35.04,36.5,52.03,51.29,46.38,49.06,49.57,50.27,41.78,47.4,47.83,46.62,67.91,64.55,69.78,70.47,73.7,72.29,68.31,70.86,64.4,66.42,99.12,96.46,94.34,102.97,97.69,105.08,94.85,101.51,95.8,103.36,158.74,151.95,145.77,177.23,165.57,152.15,172.77,138.13,155.08,159.99,292.96,283.63,275.77,276.5,263.89,281.98,249.96,291.25,253.11,248.19,489.69,447.68,552.75,561.63,492.83,425.4,525.89,517.56,525.26,584.61,794.26,1686.75,1289.52,2098.21,5742.28,1614.41,3105.16,1367.87,3712.7
1964-11,6.53,7.3,8.49,9.03,8.13,8.57,8.71,8,8.26,8.21,21.18,23.87,21.04,26.5,21.75,19.32,20.82,19.91,20.37,23.19,35.5,31.96,37.7,32,34.82,32.43,35.33,34.2,34,36.49,46.87,55.29,47.47,49.24,49.56,51.65,43.3,48.91,50.03,46.67,68.99,67.39,72.5,73.22,76.35,71.79,68.5,72.14,64.37,68.59,100.98,98.21,99.23,101.69,98.08,107.8,98.93,107.03,98.86,101.93,162.44,152.25,144.97,181.41,167.64,152.89,181.33,133.43,154.85,167.49,305.47,287.89,279.19,281.56,268.34,282.54,259.86,292.64,264.47,250.3,487.48,471,555.09,562.87,500.47,419.62,536.27,509.68,536.16,573.78,801.41,1670.75,1311.64,2124.26,5783.72,1629.03,3047.25,1421.36,3654.02
1964-12,6.45,7.35,8.29,9.32,7.58,8.37,8.62,8.13,7.94,8.25,21.78,23.42,21.64,26.42,21.31,19.32,20.42,19.81,20.33,23.19,36.06,32.33,36.81,31.54,34.39,32.57,35.24,35.39,34.35,36.56,44.75,54.11,44.56,46.92,51.09,49.97,42.6,49.5,50.16,45.95,67.5,66.37,74,70.19,76.11,71.62,71.51,71.73,65.69,68.97,103.23,96.56,96.35,104.31,97.33,107.23,101.88,109.28,98.96,101.24,165.64,154.5,142.5,175.9,172.21,153.24,172.28,135.09,154.44,165.08,304.78,288.93,279.27,277.9,274.73,284.15,262.34,291.21,263.58,251.57,481.85,483.81,561.09,567.47,503.82,425.76,536.9,519.11,547.01,556.04,805.55,1666.32,1282.52,2130.95,5708.15,1666.24,3030.98,1434.89,3640.59
1965-01,6.18,7.14,8.46,9.36,7.76,8.26,8.72,8.18,7.95,7.98,21.16,22.65,21.08,25,20.94,18.56,19.77,19.49,19.65,23.24,33.42,31.56,38.2,31.34,33.48,30.8,35.63,35.92,33.43,36.55,46.4,51.76,44.01,46.53,52.22,52.33,44.68,49.02,49.81,46.69,64.67,63.09,73.8,69.34,74.43,71.91,72.2,72.09,67.74,68.39,105.74,97.03,92.68,101.39,99.2,104.48,99.9,108.33,97.36,99.98,165.24,151.51,141.64,172.61,173.08,151.85,169.99,137.22,157.25,171.02,297.58,284.01,278.47,279.41,272.8,288.78,262.57,291.77,257.68,248.87,465.37,472.9,552.84,564.51,509.12,424.44,534.38,523.03,545.84,561.64,796.48,1625.21,1254.78,2132.06,5847.48,1641.63,3010.35,1440.97,3747.39
1965-02,6.69,7.54,8.83,10.17,8.61,9.6,9,8.7,8.8,8.58,22.81,24.27,22.29,26.09,21.75,19.74,20.8,20.52,21.04,24.8,35.03,32.67,44.78,33.71,34.08,32.59,38.14,37.79,35.52,38.22,50.3,55.29,46.86,50.08,56.15,53.78,48.29,52.17,52.46,48.94,67.78,70.75,76.56,73.1,77.54,75.41,75.15,73.5,73.14,73.16,111.57,101.58,103.29,103.69,103.85,111.65,107.92,117.07,102.88,102.78,176.11,159.59,144.61,186.45,180.42,155.13,179.15,147.91,171.65,187,325.53,303.27,288.23,291.39,289.92,300.68,270.65,308.52,280.48,255.99,483.63,498.24,571.55,585.73,535.1,438.19,567.48,533.22,577.28,622.54,828.61,1714.02,1299.01,2149.38,5935.96,1723.33,3179,1540.27,3822.29
1965-03,6.95,7.65,8.88,10.31,8.74,10.18,9.38,8.87,8.99,8.87,23.38,24.13,23.45,27.36,21.51,19.54,22.16,20.86,21.9,26.16,36.92,32.61,46.08,34.92,35.52,33.22,39.1,39.12,35.35,40.89,51.32,59.41,49.49,50.5,57.58,54.43,50.33,53.54,54.61,50.89,72.84,77.12,77.89,77.34,79.29,77.44,78.2,78.99,77.57,76.91,120.26,105.39,102.74,107.87,104.61,115.32,109.83,119.41,106.63,106.44,178.1,162.25,146.43,192.4,186.83,159.74,186.34,146.77,176.5,192.09,333.48,306.04,296.23,301.69,305.14,312.8,275.95,310.1,295.12,259.2,499.2,524.6,575.72,605.84,549.32,450.83,572.48,549.48,606.62,652.01,832.52,1726.98,1294.19,2077.02,5881.29,1712.51,3174.79,1559.16,3924.62
1965-04,7.25,7.79,9.11,10.7,8.99,10.16,9.5,8.96,9.25,9.06,24.09,24.56,23.55,27.25,22.79,19.79,22.82,22.22,21.9,25.31,36.98,33.06,50.71,34.25,35.16,32,40.68,39.4,35.98,40.02,49.95,59.18,49.43,52.07,55.88,54.29,52.46,54.3,54.88,50.39,72.18,77.77,78.03,77.52,79.33,77.71,81.07,77.1,76.82,76.08,118.07,106.11,104.29,107.47,105.35,113.11,111.75,120.51,105.94,104.65,178.66,161.14,147.52,187.32,183.47,160.11,184.53,148.17,171.36,194.17,342.2,308,295.82,296.79,303.59,304.03,275.54,318.72,284.09,257.3,510.52,522.08,575.52,601.34,541.12,430.32,564.52,565.57,594.42,627.34,828.86,1695.88,1273.26,2023.27,5807.53,1680.61,3178.17,1507.02,3821.75
1965-05,7.51,8.07,9.72,10.92,9.53,10.75,10.29,9.33,10.38,9.38,24.21,24.18,25.36,27.56,24.51,20.32,24.89,22.92,23.46,26.85,39.32,34.33,50.09,35.51,35.36,31.82,42.62,40.59,37.65,40.9,52.6,60.69,50.67,58.29,59.95,54.61,62.03,55.52,57.4,52.64,74.88,81.21,82.84,83.19,80.79,80.58,83.87,83.41,84.11,78.85,120.39,108.7,107.01,108.13,112.11,116.99,114.4,124.41,110.79,106.91,194.6,164.74,149.68,195.3,190.98,163.61,195.96,151.95,177.22,209.78,369.84,316.58,301.45,307.91,310.48,314.75,290.24,332.05,291.34,263.65,524.95,550.74,581.29,619.76,556.83,443.49,578.97,579.63,628.9,648.92,832.57,1738.54,1284.16,2021.99,6079.62,1707.18,3325.49,1562.66,4203.58
1965-06,7.56,8.2,9.3,11.05,9.28,10.7,10.05,9.11,10.58,9.52,23.73,23.64,26.05,26.62,24.19,19.75,24.7,22.21,22.42,27.22,40.07,33.91,50.99,35.24,35.16,31.89,43.23,42.06,38.06,39.49,52.86,58.48,50.54,58.38,59.04,53.14,62.61,55.77,57.56,53.54,73.48,90.92,81.76,81.12,81.54,80.16,88.56,81.21,83.55,76.95,125.77,105.04,104.67,107.28,111.75,118.49,110.55,123.05,108.89,107.42,186.16,166.15,149.38,192.82,186.91,163.89,197.7,154.14,172.58,205.16,361.45,310.18,295.02,304.93,307.33,309.09,289.51,330.71,310.23,259.73,519.71,561.49,580.5,621.27,545.08,437.08,565.99,590.32,626.81,668.11,809.6,1724.34,1268.83,1998.91,6012.33,1709.45,3300.99,1539.81,4165.85
1965-07,7.04,7.88,8.13,9.28,7.66,8.33,7.82,8.2,8.61,9.23,22.61,21.63,21.57,23.44,23.02,24.87,23.48,21.55,23.28,23.08,33.18,34.74,34.83,37.59,32.73,34.98,33.06,34.07,34.18,35.14,48.78,49.66,48.47,50.04,48.34,49.75,49.23,48.6,47.22,48.94,68.57,67.49,74.66,68.14,73.11,68.48,74.23,68.55,70.96,66.18,93.56,103.54,99.5,107.02,102.32,101.47,105.33,102.18,100.85,103.65,153.21,153.69,164.74,156.82,151.69,161,189.32,152.71,154.69,155.45,260.51,287.68,277.35,257.38,262.77,280.19,280.33,259.18,287.6,263.96,453.3,490.91,575.6,560.76,536.24,494.18,486.1,515.5,551.88,508.08,1187.19,2140.94,6124.6,1066.83,1669.13,3598.56,3154.43,1756.33,4523.97
1965-08,7.1,8,8.24,9.5,7.94,8.53,8.09,8.47,9.08,9.41,23.54,21.38,22.62,24.76,23.85,24.09,24.86,22.23,24.26,23.97,34.53,35.88,36.76,39.75,32.82,35.58,33.65,34.76,35.1,35.67,52.23,50.69,47.34,50.32,48.34,52.14,50.73,50.83,48.41,49.87,72.36,71.14,76,71.1,72.91,68.39,76.81,70.01,72.5,69.5,98.83,113.98,103.21,110.73,104.37,103.96,106.3,107.73,103.69,103.42,156.85,155.96,168.17,166.85,157.83,164.13,191.38,156.3,154.02,157.63,275.5,291.72,287.24,261.02,274.38,287.67,287.81,265.13,302.91,273.38,492.29,510.65,579.54,562.71,547.61,506.32,492.8,533.76,561.12,526.93,1187.06,2172.22,6166.31,1075.93,1716.14,3612.17,3148.39,1760.49,4745.51
1965-09,7.41,8.16,8.34,9.79,8.02,9.09,8.19,8.79,9.61,9.96,24.4,22.57,23.5,25.22,24.96,25.31,25.7,22.64,25.38,24.93,35.92,36.69,38.41,41.14,34.2,36.13,36.89,36.73,36.26,36.74,57.03,53.29,52.54,51.92,51.52,54.04,51.03,53.15,52.63,52.29,81.92,78.3,77.94,73.65,76.57,70.1,82.95,76.9,77.33,74.53,102.11,121.59,110.03,122.87,104.89,108.09,110.62,115.83,110.82,106.88,164.35,163.7,169.35,172.15,160.42,167.88,202.83,165.2,161.92,165.64,273.2,302.41,289.51,271.28,285.08,303.86,312.87,272.38,317.88,284.24,501.55,512.16,591.46,576.54,566.95,524.67,503.09,564.92,597.89,530.97,1223.15,2206.3,6175.13,1097.68,1751.08,3688.58,3199.55,1833.43,4999.36
1965-10,7.89,8.38,8.44,10.23,8.34,9.48,8.81,9.26,9.85,10.17,25.19,22.14,24.56,25.44,25.06,26.15,27.21,23.25,26.46,25.71,36.74,37.78,42.51,40.83,34.98,36.26,37.3,37.03,35.92,37.87,58.15,56.42,52.71,52.39,53.69,56.78,52.97,57.64,52.77,54.67,84.44,81.48,85.08,76.24,77.06,71.83,89.02,79.83,82.14,77.6,106.85,123.7,108.11,131.43,107.45,111.07,113.71,120.13,114.74,108.37,171.29,165.37,170.02,180.98,166.9,172.21,201.18,174.76,170.39,171.29,289.21,309.09,289.69,270.75,291.01,316.93,321.43,276.3,333.43,307.34,537.05,539.49,605.66,571.85,575.8,538.32,517.68,593.23,611.24,568.37,1304.6,2295.42,6490.55,1132.77,1806.87,3743.34,3269.54,1928.46,5076.39
1965-11,8.6,9.29,8.78,11.23,9.1,9.79,9.49,10.01,10.93,10.86,27.03,24.18,25.03,27.22,26.59,27.06,29.4,24.67,27.11,28.94,40.79,37.94,44.17,41.24,36.87,38.76,38.47,38.29,38.19,40.96,63.15,59.65,57.74,53.38,52.69,59.02,52.88,58.56,56.22,58.87,88.94,85.16,84.03,80.33,85.21,80.77,97.22,84.35,87.26,84.9,109.98,125.58,112,139.75,116.85,114.6,116.68,131.91,119.33,110.7,182.57,170.16,172.39,182.95,172.35,180.14,214.49,180.41,177.87,182.48,311.08,314.19,290.55,276.29,301.98,326.77,335.03,284.6,352.74,322.25,589.75,567.74,616.91,582.89,582.17,552.35,538.39,625.88,624.92,581.36,1320.65,2339.35,6794.39,1147.01,1838.95,3750.83,3314.21,1998.62,5288.68
1965-12,9.35,10.04,9.17,11.98,9.95,10.18,9.89,10.76,13.1,11.47,28.84,25.39,25.24,27.73,26.25,28.14,31.48,25.22,28.15,30.26,42.03,38.28,46.47,40.4,38.04,38.86,38.87,40.14,42.28,40.74,69.33,63.87,61.31,53.91,52.36,62.24,54.6,62.41,58.14,64.55,104.66,89.87,86.65,87.55,91.63,83.34,97.65,86.6,89.95,91.07,119.25,126.85,119.21,149.91,114.08,111.28,119.31,138.36,131.56,108.13,181.96,170.99,172.49,186.29,182.02,195.04,237.68,190.49,178.47,183.81,317.15,317.77,295.44,275.55,299.77,337.11,344.12,294.37,376.29,340.43,660.4,567.78,606.35,582.37,604.91,548.32,537.6,652.28,657.46,594.28,1315.31,2277.27,6536.51,1159.16,1800.18,3598.63,3314.29,2077.41,5311.35
1966-01,9.83,10.32,9.52,12.56,10.49,10.35,9.76,11.86,14.44,12.16,29.9,24.91,26.88,29.05,27.03,28.06,32.53,25.21,27.85,32.29,45,40.7,47.83,42.18,40.1,40.02,39,41.27,43.32,42.73,71.08,65.5,67.65,59.81,54.19,70.57,55.56,63.13,59.4,67.07,100.3,90.12,88.61,88.23,89.16,84.2,106.36,90.43,91.85,94.68,121.8,129.89,120.82,153.89,119.2,110.99,122.83,143.86,136.57,115.15,197.85,172.74,174.54,195.69,193.46,202.09,233.32,183.95,191.36,195.6,334.46,315.13,304.45,286.06,302.09,343.06,353.85,297.97,380.11,336.14,617.27,570.86,600.15,590.39,591.09,570.4,547.14,660.41,706.87,623.85,1321.65,2317.03,6558.29,1161.73,1805.85,3658.39,3326.43,2089.64,5174.16
1966-02,10.68,11.39,10.16,13.93,12.19,11.39,10.65,12.37,15.88,12.9,32.2,26.54,28.31,30.23,29.75,29.82,34.89,26.43,28.49,34.16,48.67,43.7,50.73,45.42,40.88,42.98,45.05,46.04,45.74,43.9,75.91,69.39,72.35,61.83,56.83,70.99,54.05,66,62.58,71.64,103.53,92.72,94.87,98.21,92.46,88.65,109.87,96.65,94.85,97.7,127.68,129.45,122.03,160.13,123.27,113.33,125.9,151.49,151.71,113.75,201.73,173.41,172.83,204.65,185.39,209.36,248.04,190.08,195.09,202.38,331.02,333.97,304.09,289.86,305.59,356.54,363.31,304.32,404.67,346.73,690.69,612.11,595.64,583.9,600.74,573.39,559.22,712.3,734.61,684.11,1357.01,2255.38,6520.06,1169.02,1811.45,3643.66,3257.24,2087.92,5254.54
1966-03,11.63,11.87,10.1,14.79,12.96,11.71,11.24,13.24,16.85,13.87,33.94,28.78,29.84,30.84,29.01,29.29,36.38,26.39,28.24,37.35,50.1,45.21,50.73,44.05,43.01,41.13,49.32,47.27,48.54,45.4,82.8,69.89,73.9,61.42,57.75,72.98,56.03,68.13,61.95,68.88,101.64,101.99,99.79,101.49,96.48,88.06,110.18,96.9,97.88,104.4,128.52,129.81,119.36,162.74,121.41,113.16,128.01,160.1,151.29,117.72,193.69,172.06,172.73,205.56,187.43,213.64,252.67,192.4,200.32,213.17,335.33,322.48,304.74,284.23,301.11,365.2,357.13,294.12,409.24,364.94,677.27,584.82,585.42,580.51,573.64,568.63,545.7,723.23,785.92,666.19,1337.02,2144.27,6260.55,1139.87,1759.25,3609.87,3142.92,2095.21,5443.92
