Date ,Asset1,Asset2,Asset3,Asset4,Asset5,Asset6,Asset7,Asset8,Asset9,Asset10,Asset11,Asset12,Asset13,Asset14,Asset15,Asset16,Asset17,Asset18,Asset19,Asset20,Asset21,Asset22,Asset23,Asset24,Asset25,Asset26,Asset27,Asset28,Asset29,Asset30,Asset31,Asset32,Asset33,Asset34,Asset35,Asset36,Asset37,Asset38,Asset39,Asset40,Asset41,Asset42,Asset43,Asset44,Asset45,Asset46,Asset47,Asset48,Asset49,Asset50,Asset51,Asset52,Asset53,Asset54,Asset55,Asset56,Asset57,Asset58,Asset59,Asset60,Asset61,Asset62,Asset63,Asset64,Asset65,Asset66,Asset67,Asset68,Asset69,Asset70,Asset71,Asset72,Asset73,Asset74,Asset75,Asset76,Asset77,Asset78,Asset79,Asset80,Asset81,Asset82,Asset83,Asset84,Asset85,Asset86,Asset87,Asset88,Asset89,Asset90,Asset91,Asset92,Asset93,Asset94,Asset95,Asset96,Asset97,Asset98,Asset99
1989-05,12.99,15.18,20.86,16.66,22.03,23.78,24.3,22.65,21.6,18.51,78.62,76.67,76.45,73.05,89,80.96,78.17,74.76,79.65,76.02,153.77,146.27,155.66,148.26,137.23,133.68,145.97,146.89,141.44,141.93,233.09,252.19,266.42,243.75,228.88,243.88,224.07,227.33,205.62,193.6,378.47,397.59,415.95,435.29,381.25,399.26,404.22,380.66,385.48,374.51,544.01,713.22,615.2,577.08,638.26,601.78,620.88,637.15,617.99,645.76,991.87,1107.85,1004.33,1034.24,971.65,882.19,1052.81,1050.36,986.67,1040.17,1530.48,1875.64,1635.1,1848.36,1555.09,1816.04,1628.02,1418.21,1664.29,1684.05,2925.82,3172.22,3010.09,3208.77,2921.69,2723.75,3033.91,3053.58,2982.41,2761.7,7591.67,14630.25,9522.33,11958.66,12559.69,11819.08,9892.11,8266.5,5156.82
1989-06,13.6,15.67,20.8,17.04,22.67,25.14,25.92,23.17,22.35,19.04,79.69,79.71,78.65,77.46,90.99,86.5,79.37,77.6,82.7,78.59,159.59,151.67,158.49,150.81,145.13,144.98,146.75,142.66,149.81,148.33,245.27,250.05,284.23,252.28,234.9,249.32,234.37,238.88,210.08,200.88,393.45,416.1,437.48,445.39,387.49,403.58,418.53,399.28,409.83,391.08,579.53,760.71,630.51,600.88,658.89,638.08,632.6,654.35,644.72,686.71,1101.05,1178.4,1030.3,1070.03,1012.65,948.54,1077.48,1086.11,1035.68,1057.92,1666.04,1857.07,1693.98,1911.38,1598.53,1880.11,1707.09,1427.05,1721.58,1678.51,2984.6,3295.72,3125.78,3371.25,3077.6,2886.15,3133.03,3219.45,3052.11,2911.25,7483.33,15195.58,9974.55,12268.87,12688.06,12471.46,10143.48,8640.63,5243.04
1989-07,11.64,15.75,18.84,18.94,18.44,20.26,22.41,22.17,20.28,19.46,75.35,78.29,80.62,83.21,83.02,81.01,78.51,80.81,80.22,77.53,142.48,141.53,140.28,147.81,136.31,152.14,141.94,143.3,143.04,144.19,240.33,244.2,254.84,239.94,249.12,242.06,250.14,241.38,259.75,246.85,417.89,398.81,432.07,417.73,419.86,406.52,416.8,410.23,410.28,409.58,636.67,688.33,674.34,662.15,644.68,652.26,630.12,656.88,656.85,671.79,1017.31,1087.67,1105.6,1003.65,1022.83,1018.99,1041.9,1002.38,999.37,1024.48,1580.17,1757.05,1683.89,1805.39,1748.38,1678.47,1716.34,1817.96,1784.24,1818.07,3014.78,2955.93,2774.05,3252.65,3358.46,3091.03,3167.43,3109.38,3088.77,3140.8,12603.72,12590.39,8668.73,7283.17,10573.01,11757.75,9346.55,9440.99,13952.67
1989-08,11.96,16.4,18.95,19.6,19.14,20.6,23.1,23.3,21.04,20.07,79.1,80.57,84.1,86.22,83.05,83.42,79.97,82.7,83.5,79.91,151.16,149.39,142.07,153.88,140.86,158.89,145.97,150.81,152.39,152.8,249.15,255.31,256.81,248.09,254.62,250.12,260.36,249.96,277.05,259.67,453.11,417.35,455.64,444.69,437.05,424.84,426.69,421.37,434.29,425.54,667.16,712.86,699.56,680.78,673.6,705.33,655.42,672.15,696.02,693.63,1076.06,1182.73,1160.16,1061.05,1093.11,1071.86,1150.01,1065.38,1057.66,1059.41,1797.29,1887.38,1877.04,1899.29,1869.57,1749.42,1826.37,2049.5,1941.17,1909.38,3208.92,3131.6,2997.23,3461.03,3628.06,3348.87,3452.17,3460.64,3402.77,3244.73,13785.21,13524.9,9435.58,8086.95,11583.68,12464.49,10158.94,10540.76,15181.63
1989-09,12.11,16.37,19.15,20.25,19.82,20.86,23.33,23.54,22.19,20.32,78.27,83.4,86.81,87.46,84.67,85.06,80.2,83.49,84.41,80.33,154.65,154.22,144.98,155.01,142.31,162.91,152.94,154.84,156.1,158.01,256.66,252.96,269.95,259.52,256.13,254.83,269.66,257.52,284.43,271.85,466.75,422.5,470.44,455.04,451.38,440.92,439.99,439.45,445.23,429.81,684.99,754.28,715.29,693.46,691.87,737.14,663.02,714.86,722.97,700,1154.42,1169.42,1172.02,1111.1,1165.7,1076.67,1198.74,1094.94,1089.07,1132.99,1872.72,1905.6,1917.95,1941.02,1920.22,1762.18,1891.17,2067.33,2036.18,2004.6,3498.49,3188.12,3083.14,3464.47,3695.56,3473.84,3565.12,3604.21,3458.57,3382.07,13964.53,13524.06,9257.07,8031.68,11668,12694.91,10071.35,10713.03,15635.96
1989-10,12.3,16.31,18.87,20.45,19.54,20.68,23.15,23.44,22.62,20.42,81.62,83.72,86.24,86.89,86,86.78,78.7,83.73,84.47,80.34,150.21,150.13,142.32,155.19,140.89,157.41,152.46,155.96,161.64,161.47,254.75,249.38,281.28,259.63,262.86,256.68,270.01,258.33,285.19,280.4,487.33,403.41,439.89,445.21,459.12,447.33,439.33,438.89,437.46,427.08,666.06,731.1,688.48,686.4,689.24,719.64,677.91,720.11,710.32,693.18,1151.2,1169.59,1138.86,1086.03,1161.55,1066.17,1167.65,1096.03,1058.66,1111.69,1812.62,1824.73,1867.97,1917.15,1867.54,1724.41,1863.55,2018.66,2038.42,1979.92,3513.96,3147.75,3062.41,3467.39,3614.96,3380.58,3553.17,3532.63,3476.95,3360.64,14442.6,13688.41,9180.59,7933.53,12024.87,12262.57,10198.46,10787.88,15284.56
1989-11,11.29,15.13,17.99,19.38,18.48,19.63,22.18,22.8,21.42,19.41,74.44,80.77,81.91,80.91,80.42,84.54,73.82,75.16,81.74,73.62,139.73,137.23,131.27,149.48,129.14,152.09,145.28,146.78,155.02,149.81,239.11,226.46,272.93,244.33,246.47,244.24,245.86,240.94,260.96,262.99,442.18,370.27,421.92,416.78,439.41,422.74,432.5,422.48,398.65,412.42,637.62,679.15,657.28,656.83,645.72,680.74,646.23,686.34,674.69,649.97,1092.79,1117.13,1094.96,1038.57,1122.96,1034.83,1107.96,1024.22,1015.39,1003.62,1693.75,1672.04,1758.99,1803.17,1836.58,1622.87,1766.07,2018.87,1927.05,1927.16,3156.82,3132.36,2955.49,3217.29,3446.53,3280.88,3429.95,3176.38,3370.94,3328.09,14157.6,13778.03,8893.96,7717.26,11871.56,11800.52,10208.36,10797.58,14832.99
1989-12,10.98,14.56,17.52,18.84,17.86,19.67,22.4,22.91,21.44,19.39,75.22,82.71,80.86,79.15,76.93,84.53,76.57,77.09,82.45,73.2,146.57,141.81,136.49,149.32,131.66,155.53,144.09,147.34,153.65,150.96,245.4,227.29,280.22,241.32,242.78,242.47,244.43,230.96,264.58,265.77,462.17,370.97,446.74,421.68,441.32,429.08,428.86,424.71,394.09,417.04,670.46,679.13,665.08,666.05,676.57,682.17,623.62,688.83,684.79,651.55,1093.65,1134.5,1117.53,1044,1131.36,1032.35,1132.58,1017.73,1006.59,988.58,1729.87,1736.13,1853.7,1832.57,1855.14,1613.54,1804.18,2051.14,1960.35,1954.06,3238.24,3252.15,3016.37,3277.82,3463.87,3355.7,3399.4,3127.74,3405.51,3307.71,14360.78,14083.34,9064.22,7852.45,12271.1,11937.46,10206.09,11011.64,15056.02
1990-01,10.63,14.54,17,19.16,17.78,19.91,22.6,23.24,21.35,18.97,74.16,82.33,81.83,80.42,76.8,84.38,78.48,76.77,81.31,71.82,135.32,142.81,138.16,148.32,128.87,158.04,145.5,145.43,152.46,156.03,253.02,228.4,281.31,229.5,241,243.27,242.69,226.94,266.56,269.1,434.76,360.28,454.6,420.98,433.07,434.02,430.76,422.43,391.66,408.08,715.38,682.17,693.26,666.87,682.82,686.45,626.74,679.62,676.52,646.74,1128.64,1109.32,1124.32,1047.85,1148.25,1052.09,1153.45,1040.95,1041.54,1004.06,1804.32,1812.03,1869.93,1870.78,1853.3,1633.57,1855.46,2092.35,1985.99,1962.98,3329.76,3345.03,3138.54,3227.07,3502.12,3471.33,3420.41,3159.68,3385.75,3319.28,15153.08,14582.14,9477.08,8002.77,12369.4,12088.35,10829.56,10754.31,15045.54
1990-02,10.22,13.97,16.26,18.02,16.54,18.64,20.8,21.62,19.81,17.82,68.62,77.05,74.77,74.53,69.84,78.43,72.63,67.56,74.87,64.02,120.03,133.25,131.3,135.73,115.19,141.73,131.21,135.24,135.34,139.94,227.65,205.43,264.62,215.09,219.4,228.27,224.93,206.81,228.33,243.73,387.14,327.29,421.82,385.49,404.91,390.25,394.65,379.41,339.14,376.26,668.28,640.98,648.97,639.43,641.77,620.89,559.45,612.01,627.54,576.29,1064.5,1034.28,1029.14,985.44,1080.01,959.56,1077.65,972.13,949.59,922.56,1644.94,1618.94,1712.14,1712.72,1715.81,1485.83,1624.42,1908.77,1867.16,1781.61,3102.08,3194.86,2918.56,2919.64,3256.09,3240.42,3238.43,2887.21,3091.33,3128.44,13850.1,13695.84,8962.09,7301.75,11232.72,11598.86,9889.48,9930.15,14226.43
1990-03,10.39,13.91,16.31,18.55,16.5,19.5,20.97,22.92,19.92,17.58,71.63,77.89,76.68,75.11,72.12,80.82,72.78,69.27,77.22,66.66,124.1,137.23,133.45,139.85,118.39,148.51,136.37,140.28,140.75,146.88,231.93,209,272.92,214.19,218.25,234.78,226.15,211.87,240.59,253.83,401.9,343.84,413.19,390.42,408.27,391,399.71,376.4,355.97,395.07,666.26,643.53,654.39,645.2,659.5,644.89,565.43,618.92,633.93,609.82,1073.73,1035.22,1046.11,1005.58,1091.29,969.2,1083.71,992.47,950.11,951,1703.33,1584.77,1746.01,1706.31,1757.4,1501.96,1658.05,1940.8,1892.73,1880.25,3142.2,3259.96,3002.28,2957.86,3289.38,3324.18,3324.14,2922.67,3115.13,3138.31,14198.81,13697.39,9008.52,7198.96,11181.8,11916.46,9689.78,10118.07,14418.93
1990-04,10.75,14.56,17.05,18.68,17.17,20.25,21.5,23.24,20.41,18.31,73.24,82.26,79.51,79.09,71.6,81.99,75.27,71.49,78.31,69.51,127.01,144.31,133.55,146,122.37,157.16,145.35,150.95,151.54,155.57,225.84,220.11,276.24,222.76,221.68,240.01,233.55,221.28,251.59,265.75,425.02,356.86,434.11,402.29,425.6,405.93,399.52,392.74,372.47,413.62,680.36,660.74,640.97,649.45,670.73,641.81,570.37,623.52,643.12,661.52,1091.51,1083.8,1062.73,1038.54,1110.87,1014.74,1119.2,1015.62,995.23,999.97,1652.64,1719.81,1791.74,1720.92,1785.59,1531.65,1682.1,2016.98,1959.6,1833.21,3166.53,3304.17,3005.51,2905.67,3295.27,3419,3368.29,2942.73,3145.12,3173.54,14591.21,13897.71,9226.39,7311.98,11542.79,12006.07,9992.75,10204.01,15053.03
1990-05,10.62,14.28,16.41,18.9,17.16,20.34,21,22.59,20.49,17.89,68.66,76.31,76.22,75.93,71.39,81.58,74.12,70.77,74.3,66.49,119.89,139.14,134.64,137.25,121.59,157.81,144.4,151.69,151.3,149.56,210.62,212.58,272.74,219.64,215.73,231.97,216.98,211.7,242.54,242.82,382.63,350.62,412.23,389.13,430.82,385.99,395.38,366.16,345.94,410.16,641.12,588.55,607.76,632.3,647.05,631.22,538.28,584.42,615.5,658.56,1065.96,1034.11,995.22,959.67,1038.61,964.65,1088.87,956.9,963.44,932.41,1545.31,1632.95,1681.8,1621.64,1721.16,1466.83,1614.2,1930.96,1881.17,1792.2,3029.15,3137.4,2858.85,2748,3169.03,3350.26,3209.82,2805.9,3090.17,3017.83,14024.75,13404.51,8871.48,7230.97,11453.88,11875.14,9737.26,10282.75,14856.25
1990-06,11.52,15.19,16.96,19.83,17.98,22.15,21.78,23.99,21.74,19.31,72.56,79.92,79.22,81.02,76.15,87.34,78.66,78.78,79.27,72.14,130.41,149.39,142.22,139.72,126.28,170.32,157.52,162.61,164.6,167.48,231.5,218.44,298.5,236.24,230.08,243.89,228.35,224.19,258.99,265.64,429.81,367.09,426.97,405,466.7,406.43,419.93,394.31,371.94,438.26,696.87,638.76,668.46,646.32,688.03,673.97,568.11,635.54,691.12,728.29,1116.92,1126.61,1051.95,1021.98,1140.13,1046.34,1173.99,1061.28,1069.05,1043.95,1714.33,1657.82,1836.02,1752.07,1739.06,1590.37,1735.23,2060.92,2139.95,2008.62,3257.73,3412.65,3115.54,3043.48,3382.27,3636.31,3490.37,3010.26,3349.42,3425.65,14849.7,14532.04,9429.25,7962.49,12887.46,12891.77,10655.15,11605.17,15798.38
1990-07,10.92,11.87,15.17,17.43,17.39,17.37,16.5,17.57,16.73,16.64,69.81,70.56,70.62,72.94,73.1,71.37,70.58,73.99,71,71.78,130.36,141.38,135.79,132.94,141.54,133.56,137.51,133.65,138.75,132.52,229.99,240.08,243.55,239.11,245.62,237.53,232.02,225,231.61,236.64,372.99,398.72,411.42,372.61,389.92,381.48,385.17,393.8,386,375.17,668.24,677.47,638.1,687.24,653.41,623.99,629.51,601.06,634.9,609.13,969.28,1002.44,1026.15,1036.8,1048.01,1013.1,1054.55,1076.27,940.81,1018.1,1758.94,1736.5,1559.89,1833.9,1811.31,1593.56,1795.84,1789.74,1646.64,1643.77,2643.18,3480.66,3154.12,3271.18,3032.82,3358.47,3197.57,3485.04,2983.37,3004.23,8900.48,12896.32,10984.64,16860.36,8213.54,17380.65,15910.38,10779.12,11353.02
1990-08,10.73,11.46,14.87,16.61,16.97,16.7,16.18,17.13,15.75,15.99,64.59,68.63,65.75,71.72,70.56,68.87,69.56,69.53,66.22,68.98,124.02,132.41,130.44,127.12,136.19,129.41,131.98,131.92,131.01,123.86,221.86,232.7,241.04,235.94,232.88,231.39,223.33,215.29,218.05,218.29,388.2,368.18,408.07,354.24,370.93,372.21,376.82,355.91,372.5,359.19,607.4,621.08,617.02,667.12,622.8,624.2,599.69,578.73,617.81,580.64,987.09,987.73,986.49,1020.44,1029.77,973.19,1040.7,1011.59,907.72,1010.6,1779.71,1684.76,1553.1,1781.98,1730.78,1553.65,1748.08,1768.54,1651.93,1537.5,2386.28,3436.95,3277.91,3323.33,2974.91,3272.57,3178.85,3328.25,2841.76,2709.82,9391.34,13150.63,10863.97,16547.52,8262.82,17525.3,16340.4,10443.93,10925.74
1990-09,9.32,10.23,13.03,14.89,14.64,14.43,14.11,15.21,13.61,13.72,54.32,60.01,57.88,63.21,63.05,60.04,61.64,59.4,55.08,57.38,104.19,116.39,115.87,113.12,118.6,117.54,117.27,113.41,108.32,103.4,193.95,209.33,210.59,214.81,207.07,209.22,200.65,185.11,185.75,181.39,347.74,316.17,367.5,316.77,315.54,321.45,333.2,315.77,319.56,304.2,536.1,561.9,549.08,606.16,552.9,544.92,528.89,516.85,541.87,493.05,928.13,893.68,882.16,944.91,918.15,867.58,915.15,908.46,796.08,859.82,1546.31,1512.5,1459.69,1619.76,1573.78,1353.15,1584.36,1574.7,1451.13,1344.25,1988.06,3084.51,2942.75,2991.75,2684.07,2940.12,2919.99,2966.4,2601.19,2459.98,8857.27,12378.93,10237.13,14944.46,7446.91,15855.03,14352.94,9401.74,9976.45
1990-10,8.73,9.51,11.73,13.36,13.43,13.64,13.05,13.97,12.42,12.52,49.15,55.55,52.99,56.75,56.27,56.51,57.5,54.47,50.38,50.55,95.85,104.64,106.5,103.6,107.86,109.74,106.89,103.02,98.09,93.11,175.41,187.05,193.2,201.8,190.62,195.16,183.24,167.39,165.18,155.28,322.06,279.25,341.39,299.56,297.57,292.06,296.57,274.15,284.4,267.67,468.94,499.47,528.88,583.95,518.61,521.55,483.29,475.5,505.18,435.79,875.84,850.93,846.91,879.38,881.29,827.83,871.92,844.95,726.39,786.59,1339.44,1391.83,1427.84,1523.27,1441.1,1234.67,1432.96,1447.38,1366.14,1201.94,1932.88,2883.55,2824.61,2919.27,2469.4,2800.25,2794.66,2701.39,2339.73,2142.13,8525.6,12290.29,10215.54,14725.25,7090.35,14990.75,13074.21,8739.46,9228.25
1990-11,8.11,8.74,10.79,12.67,13.01,13,12.33,13.19,11.75,11.72,44.11,51.54,49.38,53.57,53.18,55.57,56.01,49.58,45.91,46.97,85.11,96.4,101.29,97.12,106.91,104.7,100.29,96.37,94.65,85.68,164.07,179.84,176.81,190.33,176.43,186.97,168.76,161.59,159.58,143.26,280.14,251.12,309.48,289.23,289.34,278.7,279.26,249.28,263.46,250.6,390.23,489.26,493.97,577.8,511.36,510.3,467.49,470.17,481.99,408.47,819.5,783.13,852.62,829.15,834.47,815.24,869.7,817.04,691.06,765.13,1295.43,1318.75,1402.81,1504.29,1354.72,1230.18,1394.49,1400.95,1259.35,1166.91,1711.33,2682.36,2875.75,2857.82,2411.7,2747.57,2779.22,2706.97,2169.94,1977.9,8303.69,12164.22,10294,14981.66,7216.46,15214.58,12784.82,8651.53,9172.29
1990-12,8.1,9.15,11.11,12.95,13.29,13.46,12.53,13.54,12.2,11.93,44.58,53.36,50.14,55.19,55.56,54.24,56.66,52.46,47.39,51.14,89.66,104.21,106.54,100.71,109.37,113.61,104.37,103.82,104.9,92.75,169.16,187.09,185.39,197.58,189.49,180.02,180.06,176.58,176.06,164.33,290.13,275.63,330.54,303.32,310.7,297.48,307.42,271.23,292.06,282.91,394.25,509.62,524.03,609.84,540.16,558.51,518.9,510.61,534.12,464.98,850.99,801.83,912.9,895.04,901.31,870.34,953.32,869.98,769.35,834.12,1355.51,1396.56,1418.09,1632.75,1466.77,1336.3,1551.23,1513.5,1440.25,1325.15,1998.45,3076.92,2999.59,3135.75,2612.7,2998.43,2951.73,3014.99,2451.08,2262.82,8680.93,12493.24,10638.89,15658.88,7332.44,16202.7,13405.29,9443.67,10042.69
1991-01,8.08,8.71,11.17,13.16,13.1,13.32,12.59,13.55,12.4,11.96,44.97,54.28,50.79,57.15,55.83,55.08,57.87,51.69,48.34,51.97,87.49,106.59,111.93,103.44,111.8,121.02,106.9,107.62,105.77,95.34,171.5,191.35,200.21,211.51,195.92,187.34,195.34,183.77,187.29,172.25,295.04,294.66,334.36,309.53,317.05,319.84,319.27,284.42,302.65,302.01,445.84,518.37,537.42,624.78,563.21,576.82,521.83,531.84,555.55,522.23,848.38,828.84,959.5,932.73,910.71,916.61,1002.27,910.12,822.47,858.58,1399.14,1415.41,1441.13,1734.3,1492.01,1374.86,1625.11,1583.73,1474.64,1376.09,2105.58,3501.41,3071.7,2913.18,2728.04,3121.49,3018.49,3132.18,2553.08,2331.69,8658.31,12561.3,10773.95,15914.24,7356.56,16613.72,13980.56,9847.38,10457.3
1991-02,8.95,9.33,12.15,14.16,14.42,14.51,13.55,14.35,13.53,13.06,51.05,58.55,54.6,61.57,61.17,58.05,60.91,55.32,52.64,57.5,101.69,109.04,125.95,113.65,117.98,133.66,114.22,117.66,109.72,103.79,189.78,201.8,219.87,224.17,209.1,196.14,207.1,197.39,202.18,191.14,296.65,327.45,358.08,318.73,335.88,333.9,352.11,298.66,334.14,350.99,464.07,545.43,548.47,659.99,586.18,624.77,560.77,581.82,592.98,572.74,898.54,883.27,985.37,969.83,938.42,970.04,1075.51,979.69,906.36,951.8,1527.95,1436.35,1480.25,1802.03,1581.86,1481.37,1722.38,1645.09,1594.5,1500.87,2212.95,3534.86,3199.71,3067.35,2865.14,3293.49,3119.14,3442.91,2796.6,2616.73,8614.92,12337.23,10891.92,16770.84,7745.47,16878.4,14762.95,10651.45,11507.85
1991-03,10.74,10.57,13.81,15.75,15.96,15.73,15.72,15.98,15.03,15.04,57.57,65.78,60.61,69.32,68.11,64.31,67.05,62.83,58.11,67.99,113.26,120.92,135.52,132.54,131.25,141.48,128.55,126.12,122.2,116.17,214.59,222.72,240.37,253.15,236.63,212.99,225.98,220.78,222.48,213.8,348.12,371.99,392,349.13,353.3,364.19,372.71,329.43,373.61,389.02,531.43,599.27,585.84,706.84,644.58,679.22,601.77,623.44,631.23,630.95,1008.17,965.55,1056.84,1060.18,1025.17,1050.2,1154.38,1057.07,1005.03,1086.1,1726.96,1532.76,1573.16,1957.2,1676.51,1535.63,1839.71,1772.93,1733.21,1626.85,2287.15,3782.1,3129.61,3337.61,3073.69,3588.04,3283.07,3729.21,3030.21,2886.23,9169.26,12992.98,11427.78,17714.4,8250.88,18107.94,15482.29,11316.97,12539.8
1991-04,12.27,11.59,14.7,17.19,17.03,18.02,16.78,18.44,16.71,16.84,61.39,70.64,61.85,72.06,69.23,67.43,72.12,66.07,62.56,73.65,121.51,137.75,142.22,131.81,138.45,149.57,132.54,133.73,132.67,121.91,227.42,232.07,258.04,274.47,239.35,224.08,234.97,229.24,233.52,232.77,367.13,390.97,414.57,353.38,376.49,378.55,383.24,356.87,400.01,423.91,519.39,640.62,616.92,722.42,661.94,677.26,641.73,634.36,660.64,693.42,1004.72,984.83,1094.83,1083.46,1058.18,1075.3,1217.2,1095.01,1038.4,1139.44,1718.25,1583.69,1544.6,2003.68,1752.19,1612.8,1935.53,1842.01,1827.4,1726.75,2407.1,3755.16,3202.83,3314.94,3159.28,3810.33,3378.1,3807.83,3096.57,3009.67,9547.49,13186.19,11605.72,17373.34,8511.72,19018.47,15644.1,11714.75,12801.16
1991-05,12.74,11.64,15.47,17.39,17.56,18.08,17.08,19.09,17.36,17.52,61.52,71.08,61.35,69.8,69.08,66.21,70.48,66.49,62.14,73.43,121.82,136.58,142.18,133.73,139.98,150.03,135.79,130.13,132.04,122.76,217.42,231.43,252.8,277.55,237.69,229.15,248.04,230.78,236.75,227.46,365.95,397.45,436.55,346.67,375.32,381.77,395.01,367.72,399.47,415.78,590.71,615.69,618.77,743.81,660.19,679.92,626.86,643.5,659.93,662.29,1023.47,976.57,1079.37,1092.33,1079.31,1082.47,1186.27,1109.16,1037.62,1143.94,1728.04,1543.04,1547.5,2040,1779.78,1660.91,1946.15,1918.71,1802.71,1740.23,2471.2,4024.38,3278.65,3231.33,3209.02,3771.9,3406.41,3845.19,3185.44,3157.31,9317.78,13421.22,11452.8,16807.66,8687.79,18955.99,16085,11509.98,12603.19
1991-06,13.14,11.86,16.34,17.82,18.42,18.84,17.5,19.85,17.69,18.2,65.41,74.13,61.56,72.59,73.47,67.77,72.3,71.26,65.17,75.88,119.14,143.91,150.26,142.52,145.22,156.87,144.35,136.36,139.46,127.78,233.78,236.23,265.84,285.98,244.92,230.43,263.6,243.69,241.67,237.4,381.33,418.63,446.57,354.86,386.92,382.16,413.29,385.26,424.56,436.58,640.61,634.42,613.83,769.36,701.36,710.99,655.43,659.88,686.79,700.83,1065.97,1000.4,1111.79,1110.23,1112.51,1107.72,1243.61,1146.68,1107.06,1245.91,1719.31,1616.51,1637.41,2076.91,1873.01,1737.34,2057.5,2028.59,1943.94,1832.77,2423,4231.83,3370.6,3375.33,3334.63,3813.57,3570.51,4031.78,3491.84,3357.88,9241.48,13342.46,11516.62,17287.4,9049.73,19754.84,17363.63,11846.93,13303.56
1991-07,9.98,11.77,12.99,15.94,13.99,14.4,16.09,16.33,15.07,14.66,60.25,62.2,61.68,62.17,62.29,64.29,63.85,63.46,66.94,62.89,137.22,125.86,124.11,129.32,125.49,135.05,138.46,132.19,128.77,126.68,215.69,237.73,219.26,231.77,219.86,228.06,229.5,227.22,232.91,226.59,375.21,396.62,378.35,370.37,374.16,384.06,381.66,388.39,381.52,367.63,576.69,638.96,599.47,633.45,622.12,602.43,596.33,642.85,600.18,629.03,1047.23,1112.8,958.29,1001.1,958.4,1011.56,1014.39,1012.09,982.46,1008.95,1598.65,1678.89,1680.72,1901.52,1704.77,1617.11,1735.11,1657.15,1648.38,1695.71,2690.64,3322.12,3262.3,3217.68,2939.35,3072.26,3177.04,3115.64,3435.61,3153.21,6451.94,9902.6,8993.02,13812.56,12118.55,11348.56,14942.89,17563.9,13784.92
1991-08,10.21,12.14,13.56,16.38,14.07,14.99,16.23,16.22,15.49,14.94,61.39,65.14,62.66,64.92,65.07,64.07,66.05,66.69,69.96,65.04,137.92,126.03,126.52,133.13,127.89,137.01,141.96,139.09,130.91,133.16,217.83,248.76,228.3,238.78,221.6,229.49,226.97,232.78,244.06,245.78,423.64,414.35,383.41,369.54,397.89,389.68,399.96,397.86,401.37,393.16,630.98,706.68,631.95,655.44,642.9,657.69,618.94,675.46,627.16,663.13,1085.74,1228.15,996.72,1038.39,965.86,1071.3,1041.77,1027.16,1026.12,1104.24,1598.95,1738.16,1730.28,2027.2,1770.19,1700.94,1755.61,1727.45,1739.72,1851.43,2606.03,3330.03,3456.29,3312.51,3047.51,3272.17,3252.79,3207.3,3600.24,3394,6656.66,10283.13,9368.67,14214.14,12560.75,11928.78,15682.4,18456.6,14941.67
1991-09,10.55,12.09,13.52,16.62,14.27,15.17,15.98,16.73,15.97,15.47,64.19,70,62.38,65.49,67.78,65.08,69.55,70.04,72.65,67.72,140.67,137.59,126.42,134.24,128.88,133.49,143.15,141.78,135.56,141.3,227.27,259.37,241.71,247.25,227.95,239.62,231.04,237.48,250.44,261.23,453.86,442.64,398.56,389.62,410.6,404.1,422.06,411.07,422.75,408.65,620.8,741.04,648.36,669.31,684.35,678.5,642.38,709.47,661.39,675.77,1045.82,1243.75,1028.18,1065.18,966.74,1114.52,1077.41,1025.56,1099.52,1118.97,1632.96,1781.5,1780.92,2052.16,1801.93,1705.78,1817.8,1784.22,1771.06,1904.2,2402.96,3037.59,3547.27,3432.85,3132.05,3310.2,3326.81,3252.18,3765.84,3548.73,6872.58,10649.23,9740.45,14260.36,12591.42,12132.12,16020.13,19183.04,15774.34
1991-10,10.93,11.89,13.52,16.69,13.97,15.31,15.98,16.89,16.39,15.98,64.95,72.74,61.96,66.19,67.52,64.5,69.16,70.8,72.24,70.58,141.13,139.06,126.62,134.63,128.91,128.93,142.72,145.18,144.65,142.96,224.92,257.27,232.38,253.8,228.87,244.79,226.78,237.9,250.63,261.28,443.43,437.46,402.71,391.91,417.11,401.76,412.62,414.55,423.23,404.66,588.49,693.16,629.41,682.79,677.13,689.4,652.48,689.76,666.02,669.03,1011.41,1179.59,1015.18,1060,949.06,1127.37,1056.09,1005.97,1093.19,1129.64,1574.26,1722.93,1835.32,2061.06,1810.95,1668.29,1774.2,1765.22,1749.1,1904.92,2572.18,2794.91,3552.32,3351.53,3152.89,3274.4,3298.07,3219.55,3636.01,3538.6,6730.21,10785.51,9667.61,14360.42,12442.95,11670.62,15757.18,18594.62,15089.8
1991-11,11.33,12.3,13.75,16.64,13.94,16.08,16.48,17.16,16.46,16.65,73.35,80.24,62.02,67.87,72.16,65.25,70.67,74.23,73.92,73.87,140.39,144.61,123.27,133.78,133.29,131.25,145.23,146.28,154.99,149.42,220.72,263.1,233.81,240.81,228.86,247.94,226.02,244.62,260.71,266.42,444.01,444.92,406.16,403.58,427.1,413.04,418.7,426.26,436.16,417.76,681.4,660.26,639.87,677.74,691.37,683.35,684.08,710.49,676.97,687.97,986.38,1106.6,1042.6,1066.29,963.64,1051.2,1084.91,993.33,1136.69,1170.96,1698.41,1778.73,1867.96,2123.69,1839.07,1722.81,1791.81,1781.87,1845.09,1920.08,2724.48,2970.35,3623.57,3519.3,3202.33,3306.49,3291.77,3268.19,3722.08,3679.76,6402.51,11051.53,9967.4,14477.48,12499.96,11986.08,15876.73,18676.6,15207.25
